_link,_link_daily_16,dt,rain,pressure,humidity,uvi,speed,deg,clouds,temp_day,temp_min,temp_max,temp_night,temp_eve,temp_morn,snow
97.data.14,97,1490673600,0.22,1010.21,0,6.96,4.83,225,7,296.25,284.04,296.25,284.3,290.58,284.04,
97.data.15,97,1490760000,,1012.52,0,6.96,3.03,287,13,287,287,287,287,287,287,
98.data.0,98,1489406400,,1022.45,0,2.33,3.88,254,26,284.88,276.22,284.88,277.74,284.49,276.22,
98.data.1,98,1489492800,0.4,1018.6,81,2.36,6.16,261,44,284.67,279.43,285.46,280.26,284.31,279.43,
98.data.2,98,1489579200,,1020.21,83,2.41,2.66,221,8,286.15,275.74,287.13,277.47,285.11,275.74,
98.data.3,98,1489665600,,1009.86,80,1.96,3.75,214,8,285.97,277.08,287.13,278.45,284.26,277.08,
98.data.4,98,1489752000,2.47,1012.47,0,2.53,8.49,254,69,282.15,278.08,283.16,283.16,283.06,278.08,
98.data.5,98,1489838400,2.86,1000.04,0,2.87,10.65,259,87,284.5,281.79,284.5,281.79,283.46,282.97,
98.data.6,98,1489924800,2.04,998.89,0,2.27,10.24,302,81,282.02,280.05,282.15,281.03,282.15,280.05,
98.data.7,98,1490011200,2.78,999.17,0,2.27,3.67,189,89,283.32,279.75,283.45,281.2,283.45,279.75,
98.data.8,98,1490097600,9.39,993.29,0,2.27,2.74,73,43,283.07,280.52,283.07,280.52,282.29,280.81,
98.data.9,98,1490184000,3.36,1009.77,0,2.27,8.01,69,95,281.15,279.84,281.26,280.85,281.26,279.84,
98.data.10,98,1490270400,,1014.28,0,2.27,6.87,96,48,282.21,277.5,282.21,277.5,281.72,278.98,
98.data.11,98,1490356800,,1009.96,0,2.27,6.51,105,5,281.84,276.71,281.84,276.96,280.81,276.71,
98.data.12,98,1490443200,1.14,995.96,0,2.27,7.06,89,45,278.85,275.91,278.85,276.24,278.22,275.91,
98.data.13,98,1490529600,2.36,987.47,0,2.27,3.83,54,76,282.37,277.42,282.58,279.25,282.58,277.42,
98.data.14,98,1490616000,0.21,1003.03,0,2.27,8.14,49,74,280.95,278.19,280.96,278.19,280.96,278.2,
98.data.15,98,1490702400,1.71,1014.51,0,2.27,9.5,36,35,280.73,277.8,280.73,279.35,280.05,277.8,
98.data.16,98,1490788800,0.53,1016.37,0,2.27,9.57,50,89,279.35,279.35,279.35,279.35,279.35,279.35,
99.data.0,99,1489471200,,1027.63,50,9.72,2.05,356,0,305.38,289.06,305.38,289.06,300.55,292.15,
99.data.1,99,1489557600,,1027.47,43,9.63,2.59,346,36,301.54,285.83,302.92,288.11,299.1,285.83,
99.data.2,99,1489644000,,1024.87,41,9.85,2.48,319,0,302.13,285.32,303.34,289.76,299.82,285.32,
99.data.3,99,1489730400,0.66,1021.46,0,9.46,2.04,299,0,304.38,286.63,304.38,294.11,302.85,286.63,
99.data.4,99,1489816800,3.51,1022.14,0,8.62,2.89,225,34,304.82,290.76,304.82,294.46,302.65,290.76,
99.data.5,99,1489903200,6.3,1023.25,0,9.82,3.04,112,45,302.6,292.65,302.6,292.65,300.07,293.04,
99.data.6,99,1489989600,1.2,1022.93,0,9.82,2.35,160,13,303.45,289.68,303.45,294.55,301.22,289.68,
99.data.7,99,1490076000,,1022.98,0,9.82,4.9,323,0,304.26,290.49,304.26,290.49,301.82,291.55,
99.data.8,99,1490162400,,1021.98,0,9.82,3.23,285,0,304.44,287.67,304.44,293.06,303.5,287.67,
99.data.9,99,1490248800,,1018.74,0,9.82,2.17,328,0,305.88,289.25,305.88,294.27,304.71,289.25,
99.data.10,99,1490335200,,1019.09,0,9.82,1.66,151,0,308.06,291.95,308.06,296.91,307.24,291.95,
99.data.11,99,1490421600,,1019.5,0,9.82,2.88,281,0,310.06,292.66,310.06,296.67,308.35,292.66,
99.data.12,99,1490508000,0.92,1019.44,0,9.82,2.44,225,0,310.57,293.09,310.57,300.88,307.32,293.09,
99.data.13,99,1490594400,4.24,1020.75,0,9.82,4.3,221,46,309.8,297.16,309.8,297.16,302.3,299.3,
99.data.14,99,1490680800,2.91,1025.61,0,9.82,4.2,5,55,298.9,293.9,301.03,293.9,301.03,294.29,
99.data.15,99,1490767200,,1022.45,0,9.82,1,342,0,290.15,290.15,290.15,290.15,290.15,290.15,
100.data.0,100,1489402800,,991.44,0,2.88,1.94,74,5,281.98,270.74,281.98,274.26,279.89,270.74,
100.data.1,100,1489489200,,1015.84,76,2.61,2.06,258,8,284.89,273.91,285.71,275.98,280.91,273.91,
100.data.2,100,1489575600,,1015.35,83,2.82,1.96,330,44,284.75,273.14,286.13,276.07,283.26,273.14,
100.data.3,100,1489662000,,1010.26,78,3.11,2.2,129,0,286.22,272.68,287.48,276.35,282.71,272.68,
100.data.4,100,1489748400,1.41,986.74,0,3.26,5.86,268,61,286.65,277.93,286.65,279.66,283.36,277.93,
100.data.5,100,1489834800,5.6,981.81,0,3.24,8.82,250,100,281.65,279.97,282.81,282.29,282.81,279.97,
100.data.6,100,1489921200,8.43,972.34,0,2.45,10.85,255,57,282.32,277.63,282.32,277.63,279.65,281.6,
100.data.7,100,1490007600,3.73,981.34,0,2.45,5.3,240,76,280.52,276.45,280.52,278.25,280.3,276.45,
100.data.8,100,1490094000,0.67,976.67,0,2.45,2.57,142,0,286.52,276.61,286.52,280.02,283.89,276.61,
100.data.9,100,1490180400,,983.22,0,2.45,7.49,93,44,284.85,278.55,284.85,278.55,281.56,279.39,
100.data.10,100,1490266800,0.26,985.91,0,2.45,6.93,85,67,282.11,275.95,282.11,275.95,280.62,276.88,
100.data.11,100,1490353200,,982.6,0,2.45,6.77,79,39,278.09,272.56,278.09,273.96,277.01,272.56,
100.data.12,100,1490439600,,972.25,0,2.45,3.43,152,70,280.35,273.56,280.47,277.04,280.47,273.56,0.17
100.data.13,100,1490526000,,966.6,0,2.45,4.37,115,29,284.82,274.67,284.82,279.15,282.78,274.67,
100.data.14,100,1490612400,2.71,961.48,0,2.45,6.32,65,39,285.3,277.2,285.3,279.89,283.66,277.2,
100.data.15,100,1490698800,1.39,971.14,0,2.45,1.98,13,73,282.13,278.15,282.13,278.8,282.1,278.15,
100.data.16,100,1490785200,,975.03,0,2.45,1.11,43,54,278.8,278.8,278.8,278.8,278.8,278.8,
